"","sppocean","ntot","ntot.1","ntot.2","npres","npres.1","npres.2","aic1","aic1null","aic2","aic2null","anova.resid.df.1","anova.resid.df.1null","anova.resid.df.2","anova.resid.df.2null","anova.resid.dev.1","anova.resid.dev.1null","anova.resid.dev.2","anova.resid.dev.2null","anova.p.1","anova.F.2","anova.p.2"
"264","lycodes reticulatus_Atl",69804,34903,34901,4378,2153,2225,16349.5989344004,16592.633446499,28230.4093267502,28966.0431631114,69777.2912265694,69786.1089152289,5634.78316163611,5648.0079664389,16298.1608660448,16557.6589461367,47848.119514639,54719.4619424084,7.1500496518346e-51,61.199290805335,3.53846496348717e-153
"265","lycodes vahlii_Atl",69804,34902,34902,3170,837,2333,16629.2599701845,16899.3365492922,43104.4371449298,44167.8438617013,69773.525970923,69787.0073450628,7437.04892622047,7452.0261140824,16570.0796354416,16865.6379369909,139114.49761878,161036.438179543,4.40342576915489e-55,78.2535608804557,9.12134352511974e-223
"266","lyopsetta exilis_Pac",31363,15681,15682,5230,1984,3246,12003.8956722583,12226.6896460734,23261.0092649591,24064.7175539502,31331.7335466893,31345.0697886005,5564.3202303133,5578.34842652086,11943.4126881721,12191.5179155611,20691.8386076696,24000.0972143563,2.63297169392899e-45,63.4344122659086,2.66899150278713e-167
"267","macdonaldia rostrata_Atl",69804,34902,34902,525,4,521,3294.76257486989,3397.99610814222,25024.4983584135,26345.6863661683,69784.9150564682,69791.0730610695,5958.01280124302,5962.02750346598,3257.38404112165,3372.96304764309,22859.1757089188,28552.2568383756,1.76862677142497e-22,369.614798345248,1.18279107672348e-285
"268","macrourus berglax_Atl",69804,34903,34901,4205,1626,2579,7788.81244377,7697.87104828189,26010.9742204887,26458.5997663462,69774.9104739113,69786.8283336934,5460.32259853327,5475.03583063535,7731.80149681676,7664.21667974847,36196.1148937072,39471.1833635226,NA,33.5844976907539,1.30275773438437e-91
"269","mactromeris polynyma_Pac",31363,15681,15682,976,481,495,5417.2306045977,5419.91664107927,11499.1627670863,12092.4271161866,31339.8608304116,31349.0063232406,2131.07660029227,2142.35240029821,5372.64589209785,5393.14673267608,25423.8652560761,33791.8325080012,0.0162567942596192,62.2574060086171,4.59483371176196e-123
"270","malacocottus zonurus_Pac",31363,15681,15682,2847,1933,914,11169.8294163183,11350.2775362826,16626.3789209241,17261.1128811595,31333.958451441,31345.1818475954,3363.54913964391,3377.35860239506,11114.0890776958,11315.9130511607,26147.8523894204,31762.8220760709,4.35127950707827e-37,52.3338900348348,4.797625596461e-131
"271","malacoraja senta_Atl",69803,34903,34900,5507,2768,2739,30512.7269792107,30891.0863757155,21095.4588902351,21668.3438875136,69769.124272274,69784.0331939197,6255.31646362913,6268.56245670572,30446.2418579227,30853.6453348421,10441.4808445901,11485.6976831476,1.64813265033244e-77,47.2312956849525,5.92117814101448e-119
"272","malacosteus niger_Atl",69804,34902,34902,761,108,653,3898.10700773336,3932.6336641115,16600.4741860435,17142.8886114876,69781.4676499354,69789.4259478679,5034.89816525311,5043.59860224804,3855.07895993331,3904.64262075036,7802.46069669019,8713.5862451427,4.75410519179316e-08,67.5949431837617,2.27694242743596e-114
"273","mallotus villosus_Atl",69804,34903,34901,7981,2970,5011,21310.5868586606,22041.7045146484,47456.5351290804,48645.0019888537,69773.8824506818,69786.1724326014,9236.10671443839,9251.00545529956,21251.8128382059,22006.7735439565,90158.61479864,102808.663313925,1.3771268035616e-153,86.9882196193653,1.54503687239334e-249
"274","mallotus villosus_Pac",31363,15680,15683,4486,2359,2127,18224.8987796622,18363.8690302267,27055.6784336938,27514.076687582,31332.0836561746,31346.0843963169,5270.74135499974,5285.01706146776,18166.0328223627,18330.9862697991,50467.3002709539,55306.0241380056,7.149061218135e-28,35.4058618399949,5.49582049493165e-94
"275","mediaster aequalis_Pac",31362,15680,15682,825,282,543,5587.99723699068,5745.83252836133,2426.58540357282,2433.46113581021,31334.8604883572,31345.8423375861,804.740286548469,814.780486205434,5537.59209304708,5715.37427497348,871.774287982524,898.817254519534,2.86419470980644e-32,2.49049663512472,0.0059778866160663
"276","melanogrammus aeglefinus_Atl",69811,34907,34904,14649,7955,6694,46471.2912615211,47251.3458444211,65440.7796457086,66029.5170099348,69778.1410886934,69792.7989863457,15395.0247963367,15410.004182765,46406.7301301169,47215.2807092356,62507.9988621197,65063.5953857179,6.33003592291294e-163,42.0196329046327,7.69634959710457e-122
"277","menidia menidia_Atl",69803,34902,34901,500,86,414,3595.48136665244,3912.83800348705,18276.813739704,18328.857650793,69776.0603986455,69787.6710183242,3286.41156866552,3301.17032106225,3544.45947164122,3883.98112889879,47130.2790938104,48284.3005489435,1.160992480592e-65,5.45440320378366,6.43978825635482e-11
"278","menticirrhus americanus_Atl",69804,34902,34902,1312,647,665,7581.59969537455,7635.57888214821,21284.9853886691,21640.8836065727,69773.129169177,69789.400099471,4476.05503454895,4489.00472629273,7521.16142989429,7607.69942422448,29414.7349055792,32012.6871498872,1.37371056915256e-11,30.5312679669399,4.71417418660543e-73
"279","menticirrhus saxatilis_Atl",69804,34902,34902,702,344,358,4261.70986862668,4298.32128740981,23766.1459952582,23846.0076829102,69777.5125445259,69789.3648876979,4646.85925991478,4658.86432869012,4212.91083745483,4270.24069119341,43746.0985708424,44729.3534406012,6.07981691217813e-08,8.7011453343355,1.19835868886287e-16
"280","merluccius albidus_Atl",69804,34903,34901,1103,634,469,6288.82295593344,6409.97102245248,12941.0778858295,13042.7265038115,69773.8281087826,69787.2327718444,2358.02336732496,2373.00139576113,6230.41204986432,6377.71420074399,30512.7442814415,32231.0887458176,1.19472877256194e-24,8.86732056134077,2.52612203662816e-20
"281","merluccius bilinearis_Atl",69804,34903,34901,21760,10844,10916,48171.6268437826,49285.962700335,93074.939580893,93816.9355128255,69770.3820918173,69785.0400244047,22506.3900969078,22521.0013901197,48106.3102367336,49248.637014399,81753.349961773,84595.96658278,1.86518973236522e-234,53.5597691284564,1.27595287477412e-154
"282","merluccius productus_Pac",31363,15681,15682,5613,1631,3982,9788.31130700086,9934.80886119122,31740.4768215981,32687.7875924056,31333.5990141077,31347.8502669304,6708.27682931652,6723.02080565257,9731.7083487529,9905.44275103688,43342.5203601638,50091.7755442843,1.66758966820923e-29,70.8581533280262,8.38891326205847e-198
"283","metacarcinus magister_Pac",31363,15681,15682,2519,791,1728,7106.90659661648,7349.9481794089,12046.819902628,12340.4645870121,31332.6894744784,31345.5978406273,2855.28996658311,2869.00027766965,7050.32361714288,7316.33682571981,10767.2377691563,12029.2680760971,2.59645151322096e-49,24.4158977363536,1.92397966868323e-59
"284","metridium farcimen_Pac",31363,15681,15682,3438,1024,2414,13722.6502005408,14400.9467599162,13974.4620669839,13987.1596961369,31330.0913312907,31344.2116431155,3409.41471416851,3421.257398461,13659.8035117759,14364.6022575093,11538.837028321,11652.1191538656,3.10069163202454e-141,2.82809376511632,0.000769616716223764
"285","microgadus proximus_Pac",31363,15682,15681,715,421,294,4589.53080421183,4638.76923089703,5364.34576069202,5419.59110224936,31337.3033006515,31349.4774497369,1049.89256158116,1063.3430215608,4542.17298139172,4612.86816255016,8559.42842271045,9213.54267863791,2.79643142491819e-10,5.97747570731194,4.19540645648159e-11
"286","micropogonias undulatus_Atl",69804,34902,34902,5067,2219,2848,17409.6125337391,17618.4948207972,36583.9414585124,36759.2211459236,69775.3733201835,69788.1506741953,8229.45705691837,8242.30575564003,17354.2490164952,17587.7605678553,40301.905270206,41293.3993584337,1.20463282655209e-42,15.7581156319052,1.02662268240038e-35
"287","microstomus pacificus_Pac",31363,15681,15682,11726,5864,5862,17774.7058160811,17859.9037283208,43754.3906241467,44033.0032113812,31330.5013645055,31344.4712227407,11692.4153813836,11707.0396854331,17713.2158883261,17824.0338516736,28492.7445585825,29245.8144556447,3.75777195715466e-17,21.1337874267872,2.56950358682696e-56
"288","moacathus ciliatus_Atl",69804,34902,34902,283,4,279,1753.29008338133,1871.38600962065,10849.6405335443,12594.0457899872,69788.905327001,69793.8953673822,6458.07096730421,6470.50977377008,1724.38137647427,1852.4508674811,2006.02415820276,2635.31342337356,6.00720020290095e-26,162.878513611057,0
"289","moacathus hispidus_Atl",69804,34902,34902,1147,568,579,6565.21294205351,6623.70213481372,21676.9852986521,22000.0348351707,69784.0650535463,69793.4016366128,7321.82864507538,7334.673191339,6527.88105641229,6604.01046465805,8156.96657581443,8552.8315547338,1.38231362774952e-12,27.667057525484,2.23657174021133e-66
"290","modiolus modiolus_Pac",31363,15681,15682,605,251,354,4865.61931136848,4894.90663842201,7917.65387085865,7934.00495538033,31341.2270929974,31348.2445613495,1391.60490802146,1404.34489639147,4825.33304974231,4867.87184801779,21003.6584811878,21607.6189809688,4.16650813515841e-07,3.1443203401421,0.000133702689580582
"291","molpadia intermedia_Pac",31363,15681,15682,582,265,317,4603.5979615307,4605.6552261625,2362.65097273477,2375.93798964143,31331.8056582654,31344.4780741316,552.05639561026,563.9609496925,4546.56988533987,4570.68039993589,1789.36433406554,1901.243136055,0.0263089168823818,2.91142668419744,0.00065707486448139
"292","morone saxatilis_Atl",69804,34902,34902,541,196,345,4721.55532655481,4906.8339602117,26009.9844912191,26133.2767406202,69775.9497636541,69789.4855904996,4484.75680478372,4497.01511436939,4668.15381533728,4878.65445811307,83216.0743014367,85956.3484607737,2.03338844894519e-37,12.0503096984758,6.45855098930923e-25
"293","mullus auratus_Atl",69804,34902,34902,656,280,376,4400.60243992284,4460.54533478905,9351.84914406132,9366.85489584745,69781.7619830902,69791.615018386,3816.04123033431,3831.00474826461,4357.9170304594,4436.68949323052,2519.35111341743,2548.46752940148,7.42762523005172e-13,2.94770564167286,0.000110347398407753
"294","musculus discors_Pac",31363,15680,15683,392,172,220,3269.57594182717,3319.3569971953,5204.87458270077,5446.0197733574,31340.4289152218,31351.7907348204,1178.19601019881,1191.02371955231,3227.69102378253,3298.00006906774,5003.24701296514,6234.45287396732,1.52183338661124e-10,22.6173916505552,3.16914071526794e-48
"295","mustelus canis_Atl",69804,34902,34902,3189,1707,1482,13957.6534017203,14427.5309804562,35490.3142922036,37036.3991772606,69773.0114617077,69788.0015485151,6349.00673749162,6364.0008770312,13896.140777481,14395.6633372895,96358.1824519573,123354.057160439,7.0070799554414e-97,118.633488159776,0
"296","mycale loveni_Pac",31363,15681,15682,1299,761,538,7057.31832022346,7099.19081630971,9117.62186678627,9351.82950176612,31339.2442163696,31348.9622374957,1818.34712876679,1829.36686241346,7013.74196094045,7073.50811992801,14614.0298630786,16773.5245448477,3.05100823805542e-09,24.4072658550986,1.43266611666217e-47
"297","myliobatis freminvillei_Atl",69804,34902,34902,697,323,374,3511.58343288063,3582.31666728984,23328.2493089497,23428.0656686502,69778.8688193336,69791.4165227707,4639.37706438675,4653.39128948439,3464.74088495908,3558.80335451531,39966.6329604767,41067.7247470135,1.44517274030821e-14,9.12229337801585,3.74784471494044e-20
"298","myoxocephalus octodecemspinosus_Atl",69804,34903,34901,14473,6888,7585,57309.8890268936,57809.0436098796,57563.5018940049,57934.9278791645,69770.1264239313,69785.3668549611,15220.2441068074,15234.4020696777,57243.2358722319,57772.767917553,38725.1761633897,39751.4292325582,4.89988667546007e-103,28.4907861482686,3.83052561473826e-76
"299","myoxocephalus polyacanthocephalus_Pac",31363,15681,15682,1070,531,539,6920.32687124354,7143.21271369779,17990.7597221537,19453.8240034892,31335.4580447976,31347.3533600708,2991.3561410613,2998.01579409831,6869.9171409822,7113.6431607557,67976.7901843051,110914.521348193,2.36095233322197e-45,283.780498107546,8.3820866500636e-313
"300","myoxocephalus scorpius_Atl",69804,34902,34902,2459,949,1510,13756.7439184619,13948.0666848164,10786.0503079035,10900.2353487023,69772.5419840546,69786.1902694135,3205.08207773165,3220.00426847422,13695.7309669475,13913.2880249574,5187.37277076537,5421.78265545923,8.46304087952051e-39,9.70757475864496,8.60493243554114e-23
"301","myxine glutinosa_Atl",69804,34903,34901,1770,453,1317,12065.8396670075,12955.6355040845,7135.00251258088,7336.49453083628,69774.5043894868,69787.0066749242,2517.21784380234,2531.29017618412,12010.0807934903,12922.9200941011,2389.12093811734,2612.69881246538,3.03016678922493e-187,16.749488858355,3.05735560963416e-40
"302","myxoderma platyacanthum_Pac",31363,15681,15682,941,24,917,4338.52621336346,4455.60915768908,10144.0244075802,10629.9109237957,31338.9891285103,31346.0688431806,2411.0270770744,2420.02783971517,4292.52249124614,4422.48309478726,9004.41509078227,11073.9207031951,7.24231200569949e-25,61.5722490823659,7.17971168314073e-102
"303","nearchaster aciculosus_Pac",31363,15681,15682,567,0,567,2313.665400355,2361.45756325579,10034.0800857345,10894.0661042282,31344.5784749197,31348.4382162784,2309.01068737667,2313.06240734819,2278.65718655984,2334.16032964782,9954.28107193713,14452.1676803241,2.07096660474157e-11,257.523366622597,4.62998767258077e-185
"304","nemichthys scolopaceus_Atl",69804,34903,34901,982,347,635,6184.50889988024,6380.9550167334,10834.7273873012,11100.1858434119,69773.1002164411,69786.3271534289,2237.39921888496,2252.00740418027,6124.82892234057,6346.77861450588,15277.2977984171,17379.2907249185,5.74558477358092e-40,21.0846192463356,4.94209135786938e-53
"305","neptunea amianta_Pac",31363,15681,15682,806,374,432,4210.44422793977,4382.39120465319,2781.43391485448,2824.86136369149,31334.0798379984,31345.3343007786,780.29951711846,789.398078388173,4156.85310312569,4348.57489380159,1400.12783025917,1506.64266637844,5.62771529711611e-35,6.5426405143668,4.23151538104021e-09
"306","neptunea borealis_Pac",31363,15681,15682,1712,1167,545,8896.12311541169,9032.69956139386,15255.4282477214,15902.8604112492,31338.4596524192,31349.9462855951,2864.48704265028,2878.07144459565,8848.9092491218,9007.40607474715,32331.5705431041,40791.8646246343,5.31109233392532e-28,55.2049100497984,1.00804508613096e-133
"307","neptunea heros_Pac",31363,15682,15681,3904,2580,1324,12557.7315211142,12902.5358998524,30756.5190353232,32644.5140149341,31340.0712196624,31352.0493827303,5883.05700535028,5897.21497005822,12513.0663360883,12881.3830805794,62292.9112605421,86114.2385634909,1.83242158636364e-71,158.940546231139,0
"308","neptunea lyrata_Pac",31363,15681,15682,3754,2489,1265,15360.2063654609,15665.4187186174,19615.4142790681,20407.8586596403,31333.3674016372,31345.8689043876,4269.16034503249,4284.05227842901,15304.0819357001,15632.99647223,23700.143572921,28685.426275968,9.11268969769634e-63,60.3141453623843,2.16369985705146e-164
"309","neptunea pribiloffensis_Pac",31363,15681,15682,4106,2745,1361,13236.4732855936,13838.7545998208,21017.5206880747,21750.6393757312,31331.9855717381,31345.0501645664,4621.33552095012,4636.00374796093,13176.753189626,13803.3852911868,24573.53768057,28941.3254963719,1.82133962487844e-125,56.0071965741167,6.12958561112183e-152
"310","neptunea ventricosa_Pac",31363,15680,15683,4036,2684,1352,13129.5290674544,13226.2806420084,20377.4808677269,21853.8655742285,31334.9639233031,31347.8655272562,4820.12344241993,4835.04707936419,13074.9699294543,13196.5713219772,18691.5285243522,25491.2630996235,8.65715082234849e-20,117.515644797747,0
"311","nezumia bairdii_Atl",69804,34902,34902,4502,913,3589,13240.3253318747,13882.4040647388,49656.841811844,50906.4066422006,69772.7944610162,69787.0049411694,8773.02382263402,8784.00529506007,13178.851602624,13848.6108791633,144408.233972913,166848.315847444,1.10495234392149e-133,124.146377343242,3.64661417920375e-265
"312","nezumia stelgidolepis_Pac",31363,15681,15682,330,8,322,1910.76871556685,1929.57956019184,11471.7476264643,11964.6250920994,31345.1777354434,31348.7292985768,2629.309207805,2634.38378251969,1876.62942992778,1901.92811017999,11588.1271624026,14009.9027911737,2.63415934386003e-05,108.322202240124,1.25675700682264e-105
"313","occella dodecaedron_Pac",31363,15682,15681,907,553,354,4930.84323990696,5107.05500082255,15598.5484499584,15720.4637380664,31340.0345349772,31352.9808001166,2890.32738135641,2900.34668816967,4887.40483562215,5087.51029449305,35391.9481723332,37137.9326273025,1.20508105694458e-35,14.2383138273517,5.63260507182486e-25
"314","octopoteuthis deletron_Pac",31363,15681,15682,709,107,602,2944.54783841392,2968.22924441246,8975.41033288417,9573.39380499593,31334.4230325307,31346.5567681504,2176.66488352143,2186.23312273088,2890.52107817264,2936.74610893437,7407.84171304465,9796.5623608013,7.00540512577378e-06,73.4014769441361,5.80593153853814e-125
"315","ogcocephalus declivirostris_Atl",69804,34902,34902,377,62,315,2565.45176089978,2698.40878330855,14968.7181787188,15285.3465746321,69785.8553523089,69795.055753156,6553.99521007701,6565.99115476388,2530.93658985473,2681.52614164881,3718.60882308973,3916.16307858472,8.93276716805731e-28,29.0256820735119,2.26623158464601e-65
"316","ogcocephalus parvus_Atl",69804,34902,34902,274,47,227,2141.30264915389,2327.00670482903,5026.64947653926,5268.12462844066,69782.9589733149,69792.3547902544,3437.04408887724,3449.64229721755,2102.34334145025,2305.15845775054,851.500393879031,919.470665050674,1.60838292732497e-38,21.7823427856718,3.43941652655998e-49
"317","oncorhynchus keta_Pac",31363,15681,15682,653,333,320,5396.28009063143,5426.13995985693,9284.23008238191,9392.50066106364,31333.7713019096,31346.7690416677,1438.01817354186,1452.11274050435,5342.44812086753,5395.52260384752,45870.9155356858,50248.5003153508,8.7558548301877e-07,9.74941944542869,3.36755188096452e-21
"318","oncorhynchus tshawytscha_Pac",31305,15651,15654,794,438,356,5374.85634770947,5372.15941182508,2535.10314014858,2556.05822169435,31274.7462858007,31286.9596088973,774.375218845275,779.444421793348,5320.75185735808,5338.99840802352,1077.10832338213,1120.6834792061,0.116294598405419,6.18623582850133,1.10196149188718e-05
"319","ophidion holbrookii_Atl",69804,34902,34902,413,200,213,3394.96612621634,3423.59307928772,8380.84051012076,8830.43619328986,69777.7289786836,69790.4407046014,3575.25852983891,3588.23017072233,3345.67661176836,3397.87760877117,2124.49738950796,2423.6542003934,9.9826400237902e-07,38.8197447428905,1.32902877315986e-92
"320","ophidion welshi_Atl",69804,34902,34902,338,223,115,2624.58797042649,2652.35755378645,4634.40450361237,4814.34520922327,69781.4027128685,69789.2461719258,3499.40015939864,3513.36597333134,2581.52681449855,2624.33898372038,755.378992790208,801.056112283215,8.23217098501806e-07,15.1550109118649,3.33966553552154e-36
"321","ophiodon elongatus_Pac",31363,15681,15682,3819,1123,2696,12814.644387064,13110.867823835,24636.5164879631,25650.6956534385,31334.126671223,31346.6302978141,5283.14711221806,5296.02610506139,12760.4013084108,13079.3576435899,31748.5363328226,38609.7797098333,1.13217008528455e-60,88.6592203582687,4.43517901322294e-213
"322","ophiolepis elegas_Atl",69804,34902,34902,299,43,256,2289.27790069699,2454.76234963523,13462.3190394598,13994.2455736229,69786.4506403541,69794.4775664396,6474.18438512838,6487.0343375493,2256.34121280113,2436.99260901298,2993.67126540309,3261.42143965491,7.85008873205744e-35,45.0657476356428,2.10651177026434e-110
"323","ophiopholis aculeata_Pac",31363,15681,15682,1106,583,523,6872.49149123606,6930.03043155724,7542.13978812943,7786.43880483066,31341.0636419523,31346.1539706274,1624.71541361863,1638.39930238323,6832.02431046144,6898.53957305076,8942.07906207513,10525.9512520735,6.17102159744271e-13,21.0532804621445,8.0080686510232e-49
"324","ophiura sarsi_Pac",31363,15681,15682,2206,562,1644,13705.1832905166,14113.6804347121,9318.82166510388,9427.68542356695,31331.691547868,31344.9244771087,2175.37656895658,2188.81504061488,13645.2916325977,14078.6422984462,8594.94692102202,9131.388699504,3.01335287829052e-84,10.1147598187547,1.29270743084315e-21
"325","opisthonema oglinum_Atl",69804,34902,34902,1289,462,827,6416.47556153403,6540.15317938027,11985.4466326165,12179.1716352529,69784.4834525018,69794.1694189302,4453.04602055185,4465.5605171327,6379.13186520516,6521.489886007,3761.30203230697,3949.29419723897,8.93198440924005e-26,17.7862229840595,1.71554630907202e-39
"326","opisthoteuthis californiana_Pac",31363,15681,15682,614,127,487,4108.16422745136,4148.68062782151,7880.10938060149,8345.66689868551,31334.4224342542,31345.0626760254,1710.43119902022,1724.14237728083,4052.95380531014,4113.41965770429,9068.2618859364,12023.8557361148,5.44308491582859e-09,40.6878606967682,1.08177251036531e-94
"327","oregonia gracilis_Pac",31363,15681,15682,2357,931,1426,13890.0966756281,14101.7768233609,7890.11682502957,7982.07420867187,31333.7722524386,31344.195833825,2334.46462201824,2341.06128791188,13833.7447182735,14065.3945729063,3852.57203687897,4026.97674232654,7.67806532365404e-44,16.0338224695088,1.11282037918727e-19
"328","orthasterias koehleri_Pac",31363,15681,15682,436,179,257,3713.64595136505,3723.90575714456,1516.78738999011,1529.33288699262,31341.8820854416,31349.4157410748,418.659469080188,425.084975201344,3673.86942889673,3698.22455592774,763.542349398541,807.485637720484,0.00145099359180443,3.75660624563891,0.000871784132065311
"329","orthopristis chrysoptera_Atl",69804,34902,34902,915,395,520,5779.17804962316,5820.19047621106,11754.8157754787,11998.6501933524,69778.6266561975,69791.7872122749,4078.54690450039,4091.73195275721,5731.43101680185,5797.40053751871,4153.20719109825,4434.90735566106,5.0474850359449e-09,20.9845273739787,1.49096842994082e-49
"330","ovalipes floridanus_Atl",69804,34902,34902,372,152,220,2955.20435132871,2955.6265073279,16111.0300196861,16440.3420416915,69785.1825678231,69793.9919400583,6547.98203940328,6559.97841388481,2919.36844797344,2936.58878765628,4427.83578656035,4672.10873862333,0.0415529889949881,30.1146245872784,5.48567718329861e-68
"331","ovalipes ocellatus_Atl",69795,34897,34898,967,502,465,6743.92449825855,6840.25619099509,22027.9486300634,22323.8643898776,69765.4068332939,69779.3737660383,4127.64686087575,4142.06115311169,6688.40267121857,6810.6424198917,47965.2897490426,51835.0658093097,2.20580253063821e-19,23.1108263791973,1.01804298457475e-59
"332","ovalipes stephensoni_Atl",69800,34900,34900,362,149,213,2928.62941474164,2978.6517738422,21589.1801613298,22086.358881337,69772.9601299303,69785.3406984441,4307.01208214129,4320.00040286192,2876.37333077989,2950.41041536234,36544.4367359461,41230.6301253744,8.04529909599538e-11,42.5249775592624,6.84786769809566e-103
"333","pagurus aleuticus_Pac",31363,15681,15682,3299,1492,1807,15003.64784688,15614.5070070185,19161.8600141841,19502.1295029686,31331.6185926486,31346.3461319948,3814.50140961405,3829.10358310737,14943.9645613147,15583.0311520756,32257.09929638,35490.266252417,1.04181879818808e-126,26.1931148645295,7.59655045765507e-69
"334","pagurus brandti_Pac",31363,15681,15682,1113,426,687,7713.15437343961,8031.65120800862,8858.68766328314,9057.41430789104,31331.9576816816,31345.8172957559,1631.77982255744,1644.13189253947,7655.04539511461,7998.67637649583,19451.2157417465,22244.4314777896,7.07494543664392e-65,18.9841353085147,4.4406946713747e-40
"335","pagurus capillatus_Pac",31363,15681,15682,2334,894,1440,11811.8073370754,12296.9328998473,14372.4836972167,14734.0653051765,31333.0777457593,31345.0352188194,2849.45366606307,2864.05341286914,11754.601444722,12261.5696931063,24170.256123854,27665.2342440409,6.7145603997119e-101,28.2330593766231,3.37417291748077e-73
"336","pagurus confragosus_Pac",31363,15681,15682,1936,671,1265,10526.1260264807,11289.6068307885,12287.4220209404,12646.5282695568,31333.6316262121,31346.3855831436,2451.54546064755,2466.32360280248,10470.7771021051,11257.8513370912,19941.7807737876,23307.325547699,4.83241520460997e-160,28.0130701445977,1.3903011682464e-72
"337","pagurus ochotensis_Pac",31363,15680,15683,2507,1203,1304,8907.65993012127,8976.56650082714,15745.3450517798,16057.554473472,31332.7385572147,31346.0549111655,3291.14373908223,3306.01784168517,8849.6279879396,8943.33511150461,21802.7105054517,24156.6224410885,3.77012733016815e-14,23.8952267612251,5.11964027494986e-63
"338","pagurus rathbuni_Pac",31363,15680,15683,1827,648,1179,6870.79135242164,7701.66154380965,12087.3290814424,13042.6743908033,31333.734721099,31347.8985454749,2611.22157998745,2626.00940263739,6814.87154048915,7673.04262823902,14632.8206518262,21229.0098894963,5.53890768202258e-174,79.6265006077764,2.85693618087956e-198
"339","pagurus trigonocheirus_Pac",31363,15681,15682,3421,1322,2099,12007.3420795839,12328.0004444947,18563.6372541409,19563.6892820238,31332.397382043,31345.8662665013,3936.65689865359,3951.05189736589,11948.1423633248,12294.647553526,24569.6918149878,31829.5916900225,9.24136753173615e-66,80.8278281033583,1.18792065830982e-208
"340","pandalopsis dispar_Pac",31363,15681,15682,2096,1034,1062,9971.92870906357,10039.9125126976,8173.34817542276,8183.99825774355,31334.2163206603,31346.2138501543,2073.0687579293,2078.88107356372,9917.01271726389,10007.1932368587,5932.93820761849,5995.2879110152,4.54364946035232e-14,3.7514812648692,0.00117778934962086
"341","pandalus borealis_Atl",69804,34903,34901,9892,3314,6578,31077.3069088825,33275.417221581,58382.4680809989,60944.0515650283,69773.1722385948,69787.8512509839,11151.4800595826,11162.1735946736,31017.2686354037,33243.5598581674,120686.42453542,152045.698546565,0,270.993164245331,0
"342","pandalus eous_Pac",31363,15681,15682,5164,2923,2241,22071.6828205543,22647.2726082211,29198.2027801301,30106.0505999458,31330.8785895349,31345.0187836711,5679.13593543229,5694.06440129559,22009.3887429247,22611.7215539034,54863.3187266899,64641.6211713432,2.21815752400556e-119,67.8124729395795,3.15400579449951e-189
"343","pandalus goniurus_Pac",31363,15681,15682,1477,676,801,7892.40270065744,8150.92539968904,8833.12779964944,9396.87506370185,31335.4565146722,31346.861120708,1992.71163457893,2007.21276228543,7841.29005416585,8120.37082558404,9006.70262165694,12063.4763514795,4.3254557963408e-53,46.6644556770769,2.91538639978068e-115
"344","pandalus jordani_Pac",31362,15680,15682,2266,934,1332,12198.791889887,12471.4016963223,9568.17319232874,9597.57926926726,31329.6782752197,31343.1005254259,2242.75548553656,2253.57520422119,12138.1671020682,12434.5707091984,8877.47780983367,9067.17078490905,2.67013764088155e-55,4.43433003333719,1.47509038119208e-06
"345","pandalus montagui_Atl",70822,35411,35411,9011,3007,6004,25268.200799488,27566.2809119249,51961.6263451629,54225.688622134,70792.7403615241,70804.0009679094,10268.0419486297,10281.0161144762,25211.4832713097,27530.3872029508,93071.2445548742,116241.012559173,0,197.031085910546,0
"346","pandalus platyceros_Pac",31363,15681,15682,983,354,629,6276.54441953753,6348.40158888378,8442.41728118813,8735.85532955844,31332.500578504,31345.7841823119,2078.15961010446,2093.0570439578,6218.03468653773,6314.68180004262,6535.4616748555,7613.13800767513,9.93852740477808e-15,23.011721439288,7.47863509616173e-59
"347","pandalus propinquus_Atl",69804,34903,34901,1706,266,1440,10242.647634449,11029.5317466305,22011.2904815218,23275.7380435685,69773.7582314911,69787.2563803485,4116.22141002209,4131.00266441917,10183.1724960398,10996.6421104088,48223.8060709191,65854.0160785518,5.11962590150233e-165,101.830177998642,6.16984142141034e-265
"348","pannychia moseleyi_Pac",31363,15681,15682,353,14,339,2441.90216145501,2489.70282019481,5987.45877424925,6552.10301995984,31338.8096369919,31347.049405179,1453.92399603052,1463.15025531417,2397.25591437022,2459.56646898279,4760.83642399908,7058.71813961573,2.1324527145309e-10,76.0858749655423,1.19610291662013e-117
"349","paractinostola faeculenta_Pac",31363,15681,15682,2224,90,2134,5685.07488512811,5986.83824793382,14900.3872250583,15924.8747711539,31335.8134973343,31345.9090322279,3319.91277677778,3334.17366227019,5633.4579752085,5954.44835482565,16405.5851969967,22456.9861767995,6.67543611729638e-63,85.890544269559,7.93400952933515e-214
"350","paralichthys dentatus_Atl",69803,34902,34901,6498,3536,2962,23314.7627285221,23466.8439376846,50473.5141857804,52530.4411639715,69772.0825164427,69787.0013999029,9284.14290150667,9299.0448691709,23253.7908292642,23434.9822216639,122190.633747129,152859.449438164,1.23156165914204e-30,156.3834184576,0
"351","paralichthys lethostigma_Atl",69804,34902,34902,491,264,227,3858.1881903505,3850.62545758385,7724.62804379729,7838.9309481523,69778.4983554999,69789.8518073294,3655.01335231872,3667.71615393802,3811.77256642647,3824.14839015052,1730.55375890016,1797.43976544193,0.363967302238795,11.1215685977772,2.51602061817502e-23
